,Title,Genre,Place,Time,Age,Period,TicketCast,Like_man,Like_woman,Like_age_10,Like_age_20,Like_age_30,Like_age_40,Like_age_50,URL,Status
4852,“2018” 가족뮤지컬 겨울왕국 - 목포,뮤지컬,목포시민문화체육센터 소공연장(자세히),2018.05.06,전체관람가,2018.05.06,,28.4%,71.6%,0%,3%,83.6%,11.9%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005103,판매종료
4853,뮤지컬 빨래,뮤지컬,동양예술극장 1관(자세히),2018.05.05 ~2019.01.06,만 13세이상,2018.05.05 ~2019.01.06,211,28.2%,71.8%,5.6%,43.2%,28.5%,16.1%,5.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005012,판매종료
4854,어린이뮤지컬 “뚝딱맨” - 서울,뮤지컬,백암아트홀(자세히),2018.05.05 ~2018.08.19,24개월이상 관람가능,2018.05.05 ~2018.08.19,12,18.2%,81.8%,0%,3.9%,77.8%,17.2%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001752,판매종료
4855,(경산) 패밀리쇼! 어린이 뮤지컬〈핑크퐁과 상어가족〉,뮤지컬,영남대 천마아트센터 그랜드홀(자세히),2018.05.05 ~2018.05.06,12개월이상 관람가능,2018.05.05 ~2018.05.06,11,23.6%,76.4%,0.1%,10.7%,79.5%,8.1%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002627,판매종료
4856,어린이뮤지컬 〈신비아파트〉 - 성남,뮤지컬,성남아트센터 오페라하우스(자세히),2018.05.05 ~2018.05.06,24개월이상 관람가능,2018.05.05 ~2018.05.06,10,32.7%,67.3%,0.9%,2.9%,60.7%,33.5%,1.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001801,판매종료
4857,［대구］뮤지컬 소피루비 〈샤르르 마을의 대축제〉,뮤지컬,대구아양아트센터(자세히),2018.05.05 ~2018.05.06,전체관람가,2018.05.05 ~2018.05.06,9,25%,75%,0.9%,3.9%,72.3%,21.1%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003497,판매종료
4858,뮤지컬 헬로카봇 시즌3〈우당탕탕 집짓기 대작전〉- 창원,뮤지컬,창원 3.15아트센터 대극장(자세히),2018.05.05 ~2018.05.06,24개월이상 관람가능,2018.05.05 ~2018.05.06,8,23.5%,76.5%,0%,5.4%,83.9%,10%,0.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002961,판매종료
4859,(창원) 앤서니 브라운 - 체험뮤지컬 〈신비한 놀이터〉,뮤지컬,창원 늘푸른 전당(자세히),2018.05.05 ~2018.05.06,24개월이상 관람가능,2018.05.05 ~2018.05.06,6,15.6%,84.4%,0%,2.7%,79.4%,16.2%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18000176,판매종료
4860,［대구］가족뮤지컬 〈레이디버그〉,뮤지컬,수성아트피아 용지홀(자세히),2018.05.05 ~2018.05.06,전체관람가,2018.05.05 ~2018.05.06,4,26.1%,73.9%,6.5%,4.3%,58.7%,28.3%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003710,판매종료
4861,［대전］ 가족뮤지컬 〈고고다이노 공룡탐험대〉,뮤지컬,대전 우송예술회관(자세히),2018.05.05 ~2018.05.06,전체관람가,2018.05.05 ~2018.05.06,4,29.2%,70.8%,0%,4.7%,82.5%,11.3%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002916,판매종료
4862,그랜드힐튼서울호텔 어린이날 시크릿쥬쥬 뮤지컬＆갈라쇼,뮤지컬,그랜드힐튼호텔 컨벤션홀(자세히),2018.05.05 ~2018.05.06,전체관람가,2018.05.05 ~2018.05.06,3,39.1%,60.9%,0%,1.4%,75.7%,22.5%,0.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004205,판매종료
4863,(2018 어린이율동놀이뮤지컬) 호비쇼 - 부산,뮤지컬,부산시민회관 대극장(자세히),2018.05.05 ~2018.05.06,전체관람가,2018.05.05 ~2018.05.06,3,15.8%,84.2%,0%,6%,82.1%,11.2%,0.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18000722,판매종료
4864,3D 가족 뮤지컬 더오즈 - 청주,뮤지컬,청주 예술의전당 대공연장(자세히),2018.05.05 ~2018.05.06,24개월이상 관람가능,2018.05.05 ~2018.05.06,3,30.6%,69.4%,0%,3.8%,70%,25.6%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003042,판매종료
4865,뮤지컬 터닝메카드R 〈최후의 레이서〉- 전주,뮤지컬,전북대학교 삼성문화회관(자세히),2018.05.05 ~2018.05.06,24개월이상 관람가능,2018.05.05 ~2018.05.06,2,27.9%,72.1%,0%,6.5%,77.4%,14.4%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003621,판매종료
4866,가족뮤지컬 〈넌 특별하단다〉 - 진주,뮤지컬,경남문화예술회관 대공연장(자세히),2018.05.05 ~2018.05.06,전체관람가,2018.05.05 ~2018.05.06,1,25.3%,74.7%,1.1%,2.7%,67.6%,25.8%,2.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004899,판매종료
4867,EBS딩동댕유치원 뚜앙뮤지컬 시즌2 〈뚜앙의 멋진상상-대구〉,뮤지컬,대구보건대 인당아트홀(자세히),2018.05.05 ~2018.05.06,24개월이상 관람가능,2018.05.05 ~2018.05.06,1,26.1%,73.9%,0%,5.5%,82.9%,11.6%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002514,판매종료
4868,(가족뮤지컬) 프랭키와 친구들 - 대구,뮤지컬,대구 신세계백화점 8층 문화홀(자세히),2018.05.05 ~2018.05.06,24개월이상 관람가능,2018.05.05 ~2018.05.06,,33.3%,66.7%,0%,0%,83.3%,16.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004807,판매종료
4869,송승환의 명품퍼포먼스 뮤지컬〈어린이난타〉- 광명,뮤지컬,광명시민회관 대공연장(자세히),2018.05.05,24개월이상 관람가능,2018.05.05,7,23%,77%,0%,0.6%,59.6%,36.5%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003735,판매종료
4870,“2018” 가족뮤지컬 인어공주 - 순천,뮤지컬,순천문화예술회관 대공연장(자세히),2018.05.05,전체관람가,2018.05.05,3,23.9%,76.1%,1.4%,11.3%,71.8%,14.1%,1.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005104,판매종료
4871,"2018, 판타지 가족뮤지컬 “겨울왕국” - 전주",뮤지컬,덕진예술회관(자세히),2018.05.05,24개월이상 관람가능,2018.05.05,2,27.4%,72.6%,0%,8.3%,78.6%,10.7%,2.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004560,판매종료
4872,2018＂어린이가족뮤지컬＂빨간모자와늑대＂ - 수원,뮤지컬,장안구민회관 한누리아트홀(자세히),2018.05.05,전체관람가,2018.05.05,1,17.1%,82.9%,0%,5.7%,71.4%,20%,2.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18000138,판매종료
4873,어린이날 가족뮤지컬 〈파이어로보〉 - 부산,뮤지컬,부산 금정문화회관 소공연장(자세히),2018.05.05,24개월이상 관람가능,2018.05.05,,20.9%,79.1%,0%,3%,80.6%,14.9%,1.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004653,판매종료
4874,〈어린이날 특집〉창작갈라뮤지컬 - 부산,뮤지컬,영화의전당 하늘연극장(자세히),2018.05.05,만 5세이상,2018.05.05,,23.3%,76.7%,3.3%,0%,53.3%,43.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003478,판매종료
4875,뮤지컬 바람이 불어오는 곳 - 성수,뮤지컬,성수아트홀(자세히),2018.05.04 ~2018.06.01,만 7세이상,2018.05.04 ~2018.06.01,7,35.4%,64.6%,0.7%,8.8%,27.9%,37.4%,23.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003404,판매종료
4876,힐링코미디뮤지컬〈라면에파송송〉- 대전,뮤지컬,이음아트홀(자세히),2018.05.04 ~2018.05.07,만 10세이상,2018.05.04 ~2018.05.07,,28.8%,71.2%,1.5%,22.7%,28.8%,37.9%,6.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004228,판매종료
4877,가족뮤지컬 ‘다노다노’ - 강릉,뮤지컬,강릉단오제전수관(자세히),2018.05.04 ~2018.05.06,전체관람가,2018.05.04 ~2018.05.06,,0%,100%,0%,0%,73.3%,26.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005675,판매종료
4878,뮤지컬 〈여신님이 보고 계셔〉 - 인천,뮤지컬,인천문화예술회관 대공연장(자세히),2018.05.04 ~2018.05.05,만 11세이상,2018.05.04 ~2018.05.05,14,4.8%,95.2%,11.9%,49.7%,26.2%,9.2%,3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003674,판매종료
4879,명작단편소설뮤지컬 〈얼쑤〉,뮤지컬,대학로 자유극장(자세히),2018.05.03 ~2018.06.03,만 7세이상,2018.05.03 ~2018.06.03,12,19.8%,80.2%,1.1%,17%,37.4%,38.5%,4.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005353,판매종료
4880,어린이 뮤지컬 〈프린세스 마리〉,뮤지컬,신도림 테크노마트 12층 프라임아트홀(자세히),2018.05.03 ~2018.05.27,24개월이상 관람가능,2018.05.03 ~2018.05.27,1,18.6%,81.4%,0%,1.5%,74%,24%,0.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004377,판매종료
4881,뮤지컬 “셰프” (CHEF：비밥의 새로운 이름) - 광주,뮤지컬,광주문화예술회관 대극장(자세히),2018.05.03 ~2018.05.05,24개월이상 관람가능,2018.05.03 ~2018.05.05,1,27%,73%,0%,13.5%,45.9%,35.1%,2.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001972,판매종료
4882,싱어롱 콘서트 뮤지컬 ‘Live Show’〈무지개 물고기〉 - 울산,뮤지컬,울산 현대예술관 대공연장(자세히),2018.05.03 ~2018.05.05,24개월이상 관람가능,2018.05.03 ~2018.05.05,1,12.1%,87.9%,0%,5.2%,79.3%,15.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001516,판매종료
4883,어린이 뮤지컬 “보물섬” - 대전,뮤지컬,갤러리아 타임월드 10층 공연장(자세히),2018.05.02 ~2018.05.27,전체관람가,2018.05.02 ~2018.05.27,1,33.3%,66.7%,0%,8.3%,75%,16.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005894,판매종료
4884,어린이 뮤지컬 “바보온달과평강공주” - 대전,뮤지컬,조이마루아트홀(자세히),2018.05.02 ~2018.05.27,전체관람가,2018.05.02 ~2018.05.27,,15.4%,84.6%,0%,0%,80.8%,19.2%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005969,판매종료
4885,어린이뮤지컬 “미운아기오리” - 광주 월드컵,뮤지컬,롯데마트 월드컵점(풍암동) 3층 레미어린이극장(자세히),2018.05.02 ~2018.05.26,전체관람가,2018.05.02 ~2018.05.26,1,26.9%,73.1%,0%,7.7%,84.6%,7.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18006092,판매종료
4886,어린이뮤지컬 “엄지공주” - 울산,뮤지컬,울산 레미어린이극장(자세히),2018.05.02 ~2018.05.26,전체관람가,2018.05.02 ~2018.05.26,1,4.5%,95.5%,0%,4.5%,77.3%,18.2%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005841,판매종료
4887,어린이뮤지컬 “오즈의마법사”-서울금천,뮤지컬,"빅마켓(구,롯데마트 금천점)3층 레미어린이극장(자세히)",2018.05.02 ~2018.05.26,전체관람가,2018.05.02 ~2018.05.26,,16.7%,83.3%,0%,0%,66.7%,33.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005966,판매종료
4888,가족힐링뮤지컬 ‘우리 아이가 달라졌어요’ - 부천,뮤지컬,한국만화박물관(부천)(자세히),2018.05.01 ~2018.06.03,전체관람가,2018.05.01 ~2018.06.03,,23.1%,76.9%,3.8%,7.7%,65.4%,23.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005569,판매종료
4889,뮤지컬 〈왕초품바-울산〉,뮤지컬,울산문화예술회관 대공연장(자세히),2018.04.29,만 7세이상,2018.04.29,1,45.7%,54.3%,0%,8.6%,45.7%,22.9%,17.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001817,판매종료
4890,뮤지컬 세계 문명 탐험대,뮤지컬,국립중앙박물관 극장 용(자세히),2018.04.28 ~2018.05.27,24개월이상 관람가능,2018.04.28 ~2018.05.27,19,23.1%,76.9%,0%,0.6%,56.3%,41.6%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002551,판매종료
4891,［안성］패밀리쇼! 어린이 뮤지컬 〈핑크퐁과 상어가족〉,뮤지컬,안성맞춤아트홀 대공연장(자세히),2018.04.28 ~2018.04.29,전체관람가,2018.04.28 ~2018.04.29,8,22.3%,77.7%,0%,9.3%,76.9%,12.3%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002619,판매종료
4892,뮤지컬〈공룡이 살아있다〉- 인천,뮤지컬,인천문화예술회관 대공연장(자세히),2018.04.28 ~2018.04.29,12개월이상 관람가능,2018.04.28 ~2018.04.29,5,21%,79%,0%,3.8%,67.2%,26.8%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001390,판매종료
4893,어린이뮤지컬 〈신비아파트〉 - 원주,뮤지컬,원주 백운아트홀(자세히),2018.04.28 ~2018.04.29,24개월이상 관람가능,2018.04.28 ~2018.04.29,5,21.9%,78.1%,0.2%,4.1%,72%,22.4%,0.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001711,판매종료
4894,“2018”가족뮤지컬 바다탐험대 옥토넛 - 인천,뮤지컬,부평아트센터 해누리 극장(자세히),2018.04.28 ~2018.04.29,24개월이상 관람가능,2018.04.28 ~2018.04.29,4,26.1%,73.9%,0%,3.9%,81.2%,14%,0.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001486,판매종료
4895,뮤지컬 코코몽 - 인천,뮤지컬,인천서구문화회관 대공연장(자세히),2018.04.28 ~2018.04.29,전체관람가,2018.04.28 ~2018.04.29,3,24.9%,75.1%,0%,9.9%,76%,13.3%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003947,판매종료
4896,세계명작 어린이가족뮤지컬 〈신데렐라〉 - 고양,뮤지컬,고양어울림누리 별모래극장(자세히),2018.04.28 ~2018.04.29,24개월이상 관람가능,2018.04.28 ~2018.04.29,2,29.6%,70.4%,0%,2.6%,68.7%,27%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004472,판매종료
4897,［구미］ 가족뮤지컬 〈고고다이노 공룡탐험대〉,뮤지컬,강동문화복지회관 천생아트홀(자세히),2018.04.28 ~2018.04.29,전체관람가,2018.04.28 ~2018.04.29,2,22.3%,77.7%,0%,7.2%,85.5%,6.6%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003081,판매종료
4898,［광주］싱어롱 콘서트 뮤지컬 ‘Live Show’〈무지개 물고기〉,뮤지컬,광주문화예술회관 소극장(자세히),2018.04.28 ~2018.04.29,전체관람가,2018.04.28 ~2018.04.29,2,15.1%,84.9%,0%,3.8%,76.9%,17.7%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18000858,판매종료
4899,(창원) 2018년 가족뮤지컬-피터팬,뮤지컬,창원 성산아트홀 소극장(자세히),2018.04.28 ~2018.04.29,24개월이상 관람가능,2018.04.28 ~2018.04.29,1,24.1%,75.9%,0%,1.9%,77.8%,20.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002552,판매종료
4900,(2018 포항) 〈시크릿 쥬쥬〉 뮤지컬 시즌2,뮤지컬,포항시청 문화동 대잠홀(자세히),2018.04.28 ~2018.04.29,24개월이상 관람가능,2018.04.28 ~2018.04.29,1,21.1%,78.9%,0.3%,5.9%,80.3%,12.6%,0.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001831,판매종료
4901,뮤지컬 “셰프” (CHEF：비밥의 새로운 이름) - 광주,뮤지컬,광주문화예술회관 대극장(자세히),2018.05.03 ~2018.05.05,24개월이상 관람가능,2018.05.03 ~2018.05.05,1,27%,73%,0%,13.5%,45.9%,35.1%,2.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001972,판매종료
4902,(2018 어린이율동놀이뮤지컬) 호비쇼 - 광주,뮤지컬,광주5.18기념문화센터 민주홀(자세히),2018.04.28 ~2018.04.29,전체관람가,2018.04.28 ~2018.04.29,1,12.1%,87.9%,0%,3.1%,87.9%,9%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18000757,판매종료
4903,2018년 특선가족뮤지컬 “아기돼지삼형제” - 삼척,뮤지컬,삼척문화예술회관 대공연장(자세히),2018.04.28 ~2018.04.29,24개월이상 관람가능,2018.04.28 ~2018.04.29,,26.1%,73.9%,0.7%,3.6%,79.1%,16%,0.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003794,판매종료
4904,EBS 어린이 뮤지컬 뚜앙의 멋진상상,뮤지컬,서대문문화체육회관 대극장(자세히),2018.04.28,24개월이상 관람가능,2018.04.28,1,20.7%,79.3%,0%,3.4%,81.9%,13.8%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004649,판매종료
4905,"2018, 판타지 가족뮤지컬 “겨울왕국” - 여주",뮤지컬,여주 세종국악당(자세히),2018.04.28,24개월이상 관람가능,2018.04.28,1,23.1%,76.9%,0%,6.2%,78.5%,12.3%,1.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004269,판매종료
4906,(부천)감성가족뮤지컬 미녀와야수,뮤지컬,오정아트홀(자세히),2018.04.28,24개월이상 관람가능,2018.04.28,,16.1%,83.9%,0%,0%,87.1%,9.7%,3.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004095,판매종료
4907,“2018” 가족뮤지컬 겨울왕국 - 거제,뮤지컬,거제시청소년수련관(자세히),2018.04.28,전체관람가,2018.04.28,,21.9%,78.1%,0%,6.3%,78.1%,15.6%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004351,판매종료
4908,(충주)2018년 가족뮤지컬-신데렐라,뮤지컬,충주 호암예술관(자세히),2018.04.28,24개월이상 관람가능,2018.04.28,,28.3%,71.7%,0%,8.3%,76.7%,15%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002935,판매종료
4909,2018년 특선가족뮤지컬 “헨젤과그레텔” - 강릉,뮤지컬,강릉단오문화관(자세히),2018.04.28,24개월이상 관람가능,2018.04.28,,15.5%,84.5%,0%,5.5%,73.6%,18.2%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004102,판매종료
4910,2018 페스티발 뮤지컬 〈숲의 요정 페어리루〉 전국투어 - 서울,뮤지컬,더케이아트홀(자세히),2018.04.27 ~2018.05.07,전체관람가,2018.04.27 ~2018.05.07,8,21.2%,78.8%,0.4%,1.5%,65.3%,31.5%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002623,판매종료
4911,뮤지컬 〈명성황후〉 - 창원,뮤지컬,창원 성산아트홀 대극장(자세히),2018.04.27 ~2018.04.29,만 7세이상,2018.04.27 ~2018.04.29,12,27.9%,72.1%,1.6%,25.4%,34.4%,28.7%,8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18002941,판매종료
4912,명랑가족뮤지컬〈아기돼지삼형제〉 - 대구,뮤지컬,대백프라자 10층 프라임홀(자세히),2018.04.27 ~2018.04.29,전체관람가,2018.04.27 ~2018.04.29,,14.3%,85.7%,0%,14.3%,64.3%,21.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18003447,판매종료
4913,뮤지컬 갈라쇼 〈슈퍼 그뤠잇 콘서트〉,뮤지컬,강남구민회관 대강당(자세히),2018.04.26,만 5세이상,2018.04.26,1,23.8%,76.2%,4.8%,9.5%,28.6%,38.1%,9.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004736,판매종료
4914,"［청주,세종］어린이가족뮤지컬,아기돼지삼형제",뮤지컬,소극장 쇠내골(자세히),2018.04.25 ~2018.06.03,전체관람가,2018.04.25 ~2018.06.03,,35.7%,64.3%,0%,7.1%,78.6%,14.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005903,판매종료
4915,3D 라이브 뮤지컬 오즈의 마법사 - 연천,뮤지컬,연천수레울아트홀 대공연장(자세히),2018.04.25,24개월이상 관람가능,2018.04.25,,100%,0%,0%,0%,0%,0%,50%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004829,판매종료
4916,태권뮤지컬 혼 - 제주,뮤지컬,태권뮤지컬 혼 전용관-제주(자세히),2018.04.24 ~2019.03.30,36개월이상 관람가능,2018.04.24 ~2019.03.30,,23.1%,76.9%,7.7%,23.1%,38.5%,30.8%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005338,판매종료
4917,뮤지컬 〈스모크〉,뮤지컬,DCF대명문화공장 2관 라이프웨이홀(자세히),2018.04.24 ~2018.07.15,중학생이상 관람가,2018.04.24 ~2018.07.15,252,3.9%,96.1%,7.6%,46.6%,35%,8.3%,1.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004149,판매종료
4918,뮤지컬 〈무한동력〉,뮤지컬,충무아트센터 중극장 블랙(자세히),2018.04.24 ~2018.07.01,만 7세이상,2018.04.24 ~2018.07.01,41,15.7%,84.3%,4.2%,43.3%,35.3%,14.4%,2.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004409,판매종료
4919,“2018” 가족뮤지컬 인어공주 - 당진,뮤지컬,당진문예의전당 소공연장(자세히),2018.04.22,전체관람가,2018.04.22,,36.2%,63.8%,0%,8.7%,76.8%,11.6%,2.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18005102,판매종료
4920,(아산)가족뮤지컬 “아기돼지삼형제”,뮤지컬,아산시청 시민홀(자세히),2018.04.22,24개월이상 관람가능,2018.04.22,,21.6%,78.4%,0%,7.8%,68.6%,23.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004370,판매종료
4921,(청주)어린이뮤지컬 “프린세스 공주뮤지컬쇼”,뮤지컬,청주예술의전당 대공연장(자세히),2018.04.22,24개월이상 관람가능,2018.04.22,,19.6%,80.4%,0%,3.7%,79.4%,16.8%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18004648,판매종료
4922,［제주］가족동물뮤지컬:워킹공룡애니멀매직쇼,뮤지컬,제주문예회관 대극장(자세히),2018.04.22,전체관람가,2018.04.22,,14.6%,85.4%,0%,5.8%,78.1%,15.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001667,판매종료
